priority,score,business_name,industry,location,phone,address,rating,reviews,photos,website,reasons
LOW,25,"Rasor's Edge Salon, LLC",salon,"Sandpoint, ID",(208) 763-8078,"30736 ID-200 Suite 103, Ponderay, ID 83852, USA",4.8,54,10,http://rasorsedge.com/,Missing business hours; Good rating (cares about reputation)
HIGH,95,"Bogadi Construction & Development, Inc",contractor,"Sandpoint, ID",(208) 661-0302,"20395 US-2, Sandpoint, ID 83864, USA",5,8,6,http://www.bogadiconstructionsandpoint.com/,Only 6 photos (needs 20+); Only 8 reviews (low social proof)
HIGH,80,Selle Valley Construction,contractor,"Sandpoint, ID",(208) 263-1808,"667 Triangle Dr, Ponderay, ID 83852, USA",5,7,9,http://www.sellevalley.com/,Only 9 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,80,Dana Construction Company LLC,contractor,"Sandpoint, ID",(208) 691-2042,"217 Cedar St, Sandpoint, ID 83864, USA",4.2,5,0,http://www.danaconstructionco.com/,Only 0 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,80,Durfee Construction LLC,contractor,"Sandpoint, ID",(208) 920-0925,"819 Poplar St, Sandpoint, ID 83864, USA",4.2,5,6,http://www.durfeeconstruction.com/,Only 6 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,80,Idagon Homes LLC,contractor,"Sandpoint, ID",(208) 304-2394,"1225 Washington Ave, Sandpoint, ID 83864, USA",4.6,15,2,http://www.idagon.net/,Only 2 photos (needs 20+); Only 15 reviews (low social proof)
HIGH,70,Mountain View Construction,contractor,"Sandpoint, ID",(208) 263-1058,"468211 US-95, Sagle, ID 83860, USA",3.4,5,9,https://mvcsandpoint.com/,Only 9 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,65,"AJ Construction and Development, LLC",contractor,"Sandpoint, ID",(208) 290-5788,"8459 Sunnyside Rd, Sandpoint, ID 83864, USA",4.8,18,10,http://www.ajdevelopmentllc.com/,Only 18 reviews (low social proof); Missing business hours
HIGH,65,Haymond Brothers Construction,contractor,"Sandpoint, ID",(208) 610-6315,"217 Cedar St #84, Sandpoint, ID 83864, USA",4.5,6,10,,Only 6 reviews (low social proof); No website listed
HIGH,65,Scott Herndon Homes,contractor,"Sandpoint, ID",(208) 610-2680,"246 Otts Rd, Sagle, ID 83860, USA",3,3,0,http://www.scottherndonhomes.com/Herndon_Homes_Contact.html,Only 0 photos (needs 20+); Only 3 reviews (low social proof)
HIGH,60,John Cloud Construction,contractor,"Sandpoint, ID",(208) 265-5406,"658 Gold Creek Rd, Sandpoint, ID 83864, USA",5,4,2,http://customhomesandpoint.com/,Only 2 photos (needs 20+); Only 4 reviews (low social proof)
HIGH,60,JKC Construction,contractor,"Sandpoint, ID",(208) 946-8588,"414 Church St Suite 112, Sandpoint, ID 83864, USA",5,4,2,https://www.jkcconstruction.net/,Only 2 photos (needs 20+); Only 4 reviews (low social proof)
HIGH,60,Panhandle Contractors LLC,contractor,"Sandpoint, ID",(208) 946-1474,"1596 E Shingle Mill Rd, Sandpoint, ID 83864, USA",5,2,1,https://www.idahopanhandlecontracting.com/,Only 1 photos (needs 20+); Only 2 reviews (low social proof)
MEDIUM,50,Sandpoint Builders Inc.,contractor,"Sandpoint, ID",(208) 263-7315,"276 Jacobson Rd, Sandpoint, ID 83864, USA",4.9,14,10,http://www.sandpointbuilders.com/,Only 14 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Ramey Construction Company,contractor,"Sandpoint, ID",(208) 597-7071,"509 Fifth Ave suite g, Sandpoint, ID 83864, USA",4.2,5,10,https://www.rameyco.com/sandpoint-idaho,Only 5 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Winterhawk Construction,contractor,"Sandpoint, ID",(208) 290-7832,"1024 Cedar Springs Rd, Sandpoint, ID 83864, USA",0,0,8,https://winterhawkconstruction.com/,Only 8 photos (needs 20+); Only 0 reviews (low social proof)
MEDIUM,50,"Collin Beggs Timber Framing, Inc.",contractor,"Sandpoint, ID",(208) 290-8120,"396 Sand Crk Pkwy Ln, Sandpoint, ID 83864, USA",5,22,10,http://www.collinbeggs.com/,Only 22 reviews (low social proof); Established business (has reviews)
MEDIUM,45,R.W. Bianco Construction,contractor,"Sandpoint, ID",(208) 290-2268,"9060 Colburn Culver Rd, Sandpoint, ID 83864, USA",5,1,10,http://www.rwbiancoconstruction.com/,Only 1 reviews (low social proof); Missing business hours
MEDIUM,40,Smithwright,contractor,"Sandpoint, ID",(208) 263-2853,"146 Emerald Industrial Park Rd, Ponderay, ID 83852, USA",3.7,7,10,http://www.smithwright.co/,Only 7 reviews (low social proof); Established business (has reviews)
LOW,30,Long General Contracting,contractor,"Sandpoint, ID",(208) 263-0385,"414 Church St Ste 205L, Sandpoint, ID 83864, USA",5,2,10,https://www.longgeneral.com/,Only 2 reviews (low social proof); Good rating (cares about reputation)
HIGH,100,Rooter Guys LLC,plumber,"Sandpoint, ID",(208) 265-8097,"401 N 2nd Ave, Sandpoint, ID 83864, USA",3.7,6,2,,Only 2 photos (needs 20+); Only 6 reviews (low social proof)
HIGH,95,New World Plumbing,plumber,"Sandpoint, ID",(208) 597-3152,"Sandpoint, ID 83864, USA",5,7,1,,Only 1 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,90,Ahz Plumbing Inc,plumber,"Sandpoint, ID",(208) 263-0390,"10093 Baldy Mountain Rd, Sandpoint, ID 83864, USA",5,1,0,,Only 0 photos (needs 20+); Only 1 reviews (low social proof)
HIGH,90,A & J Plumbing,plumber,"Sandpoint, ID",(208) 610-1251,"407 Hope St, Sandpoint, ID 83864, USA",4,2,0,,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
HIGH,80,High Mark Plumbing,plumber,"Sandpoint, ID",(208) 217-4753,"206 Mill Rd, Dover, ID 83825, USA",4.4,7,6,https://highmarkplumbingid.com/,Only 6 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,80,Consolidated Supply Co.,plumber,"Sandpoint, ID",(208) 263-8561,"1802 Industrial Dr, Sandpoint, ID 83864, USA",4.5,22,5,https://www.consolidatedsupply.com/,Only 5 photos (needs 20+); Only 22 reviews (low social proof)
HIGH,80,North Point Trenchless,plumber,"Sandpoint, ID",(208) 304-5712,"1007 Baldy Mountain Rd #3, Sandpoint, ID 83864, USA",5,8,0,https://nptidaho.com/,Only 0 photos (needs 20+); Only 8 reviews (low social proof)
HIGH,80,Selkirk Plumbing Inc,plumber,"Sandpoint, ID",(208) 265-4752,"100 Hwy 200, Sandpoint, ID 83864, USA",1,1,2,,Only 2 photos (needs 20+); Only 1 reviews (low social proof)
HIGH,80,Keller Supply Co,plumber,"Sandpoint, ID",(208) 263-6750,"119 McGhee Rd, Sandpoint, ID 83864, USA",4.2,6,0,http://www.kellersupply.com/branches/id-keller-supply-company-58,Only 0 photos (needs 20+); Only 6 reviews (low social proof)
HIGH,75,Wray Plumbing,plumber,"Sandpoint, ID",(208) 255-5550,"31656 ID-200 E, Ponderay, ID 83852, USA",5,2,0,http://wrayplumbinginc.com/,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
MEDIUM,50,Northern Gravity Plumbing Co.,plumber,"Sandpoint, ID",(208) 292-8332,"2210 Great Northern Rd, Sandpoint, ID 83864, USA",5,10,10,https://www.facebook.com/profile.php?id=100091948275209,Only 10 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Turner Plumbing,plumber,"Sandpoint, ID",(208) 610-7538,"468146 US-95, Sagle, ID 83860, USA",5,15,10,https://turnerplumbingni.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Only 15 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Drain Plus Rooter Services,plumber,"Sandpoint, ID",(208) 263-8567,"Sandpoint, ID 83864, USA",3,2,0,http://www.drainspluscda.com/,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
LOW,30,Case Plumbing,plumber,"Sandpoint, ID",(208) 304-3883,"120 S 2nd Ave, Sandpoint, ID 83864, USA",4.8,32,10,https://www.plumbingsandpoint.com/,Established business (has reviews); Good rating (cares about reputation)
HIGH,110,Sandpoint Denture Clinic,dentist,"Sandpoint, ID",(208) 255-5577,"204 E Superior St # 9, Sandpoint, ID 83864, USA",4.4,14,1,,Only 1 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,80,Pine Street Dental,dentist,"Sandpoint, ID",(208) 265-4115,"2005 Pine St, Sandpoint, ID 83864, USA",5,14,3,http://www.pinestdental.com/,Only 3 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,75,Emerson Grant Godbolt,dentist,"Sandpoint, ID",(208) 263-7641,"1310 Ponderosa Dr Suite A, Sandpoint, ID 83864, USA",5,2,0,https://northernpeaksdental.com/,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
HIGH,60,MacNeill Family Dental,dentist,"Sandpoint, ID",(208) 263-4353,"1575 Ontario St, Sandpoint, ID 83864, USA",4.8,43,7,http://www.macneillfamilydental.com/,Only 7 photos (needs 20+); Established business (has reviews)
HIGH,60,"Kaniksu Community Health, Dental",dentist,"Sandpoint, ID",(208) 265-1415,"810 Sixth Ave, Sandpoint, ID 83864, USA",4.5,32,3,https://www.kchnorthidaho.org/dental.html,Only 3 photos (needs 20+); Established business (has reviews)
MEDIUM,40,Mountain Lake Dental,dentist,"Sandpoint, ID",(208) 265-1705,"1607 US-2, Sandpoint, ID 83864, USA",4.9,900,2,http://mountainlakedental.com/,Only 2 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Sandpoint Smiles (formerly Tom Davies Family Dentistry),dentist,"Sandpoint, ID",(208) 263-8514,"103 W Superior St, Sandpoint, ID 83864, USA",5,106,9,http://sandpointsmilesdental.com/,Only 9 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Ponderay Dental,dentist,"Sandpoint, ID",(208) 265-6771,"476653 US-95 #1, Ponderay, ID 83852, USA",5,58,4,http://www.ponderaydental.com/,Only 4 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Sandpoint Kids Dentistry,dentist,"Sandpoint, ID",(208) 597-7800,"1212 N Division Ave, Sandpoint, ID 83864, USA",5,111,3,http://www.sandpointkidsdentistry.com/,Only 3 photos (needs 20+); Good rating (cares about reputation)
LOW,30,Bonner General Health,dentist,"Sandpoint, ID",(208) 263-1441,"520 N 3rd Ave, Sandpoint, ID 83864, USA",3,118,5,https://www.bonnergeneral.org/,Only 5 photos (needs 20+)
HIGH,110,"Ronald B. Welch, DC",chiropractor,"Sandpoint, ID",(208) 263-7411,"113 Church St, Sandpoint, ID 83864, USA",5,20,0,,Only 0 photos (needs 20+); Only 20 reviews (low social proof)
HIGH,90,Dr. Bradley Kiriaka,chiropractor,"Sandpoint, ID",(208) 448-4726,"101 N 4th Ave Suite #102, Sandpoint, ID 83864, USA",5,2,1,,Only 1 photos (needs 20+); Only 2 reviews (low social proof)
HIGH,90,"Edward Hunt, DC",chiropractor,"Sandpoint, ID",(208) 255-2925,"801 Pine St, Sandpoint, ID 83864, USA",5,1,0,,Only 0 photos (needs 20+); Only 1 reviews (low social proof)
HIGH,80,Northern Lakes Chiropractic Clinic PC,chiropractor,"Sandpoint, ID",(208) 265-1900,"30544 ID-200 #330, Ponderay, ID 83852, USA",4.9,14,3,http://www.sandpointchiropractor.com/,Only 3 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,80,Sand Point Chiropractic,chiropractor,"Sandpoint, ID",(206) 527-3111,"5418 Sand Point Way NE, Seattle, WA 98105, USA",4.9,27,2,http://www.sandpointchiropractic.com/,Only 2 photos (needs 20+); Only 27 reviews (low social proof)
HIGH,80,Steidl Family Chiropractic,chiropractor,"Sandpoint, ID",(208) 290-7097,"1301 N Division Ave, Sandpoint, ID 83864, USA",4.6,11,1,http://steidlchiropractic.com/,Only 1 photos (needs 20+); Only 11 reviews (low social proof)
HIGH,80,"Dr. Mark William Cochran, Holistic Chiropractor",chiropractor,"Sandpoint, ID",(208) 304-2330,"Selkirk Professional Building, 101 N 4th Ave #105, Sandpoint, ID 83864, USA",5,10,1,http://www.yourchiropractorinsandpoint.com/,Only 1 photos (needs 20+); Only 10 reviews (low social proof)
HIGH,75,Reoch Daryl W. DC,chiropractor,"Sandpoint, ID",(208) 263-1661,"301 S Division Ave Suite B, Sandpoint, ID 83864, USA",5,2,0,,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
HIGH,75,"Rick A. Baker, DC. - 7B Chiropractic",chiropractor,"Sandpoint, ID",(208) 597-7863,"1309 Ponderosa Dr Suite 202, Sandpoint, ID 83864, USA",4,4,3,,Only 3 photos (needs 20+); Only 4 reviews (low social proof)
HIGH,60,Thriving Family Chiropractic,chiropractor,"Sandpoint, ID",(208) 265-2225,"Suite B, 1207 Michigan St, Sandpoint, ID 83864, USA",5,40,2,https://www.thrivingfamilychiro.com/,Only 2 photos (needs 20+); Established business (has reviews)
HIGH,60,Marker Chiropractic,chiropractor,"Sandpoint, ID",(208) 946-3990,"204 E Superior St, Sandpoint, ID 83864, USA",5,1,0,https://markerchiropractic.com/,Only 0 photos (needs 20+); Only 1 reviews (low social proof)
HIGH,60,Cuda Chiropractic,chiropractor,"Sandpoint, ID",(208) 219-5833,"30410 ID-200 suite 100, Ponderay, ID 83852, USA",5,2,0,https://www.cudachiropractic.com/,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
HIGH,60,Mihin William S DC,chiropractor,"Sandpoint, ID",(208) 265-2225,"1207 Michigan St B, Sandpoint, ID 83864, USA",4.3,3,0,http://northidahospineclinic.com/,Only 0 photos (needs 20+); Only 3 reviews (low social proof)
MEDIUM,50,Freedom Chiropractic Sandpoint,chiropractor,"Sandpoint, ID",(208) 996-3383,"113 Church St, Sandpoint, ID 83864, USA",5,21,10,https://www.7bfreedom.com/,Only 21 reviews (low social proof); Established business (has reviews)
MEDIUM,50,North Idaho Chiropractic Neurology Center,chiropractor,"Sandpoint, ID",(208) 946-5888,"1327 Superior St Suite 103, Sandpoint, ID 83864, USA",4.8,17,10,https://backtohealthsr.com/,Only 17 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Chiropractic Plus,chiropractor,"Sandpoint, ID",(208) 610-2916,"101 N 4th Ave Suite #102, Sandpoint, ID 83864, USA",0,0,0,https://www.chiropracticplus.net/,Only 0 photos (needs 20+); Only 0 reviews (low social proof)
MEDIUM,40,Sandpoint Chiropractic Clinic,chiropractor,"Sandpoint, ID",(208) 265-9400,"400 Schweitzer Plaza Dr Suite 4, Ponderay, ID 83852, USA",4.9,67,3,https://sandpointchiro.com/,Only 3 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Pend Oreille Chiropractic,chiropractor,"Sandpoint, ID",(208) 255-1108,"123 S 3rd Ave STE 6, Sandpoint, ID 83864, USA",4.8,115,1,http://www.healthysandpoint.com/,Only 1 photos (needs 20+); Good rating (cares about reputation)
LOW,25,Tandoori Grill& bar - Sandpoint,restaurant,"Sandpoint, ID",(208) 916-4075,"202 N 2nd Ave, Sandpoint, ID 83864, USA",4.8,199,10,,No website listed; Good rating (cares about reputation)
LOW,25,The Bernklau,restaurant,"Sandpoint, ID",(208) 946-5255,"316 Pine St, Sandpoint, ID 83864, USA",4.7,170,10,,No website listed; Good rating (cares about reputation)
LOW,25,Flavors of Phoenicia,restaurant,"Sandpoint, ID",,"477100 US-95 Suite C, Ponderay, ID 83852, USA",4.8,118,10,,No website listed; Good rating (cares about reputation)
HIGH,75,Kessa's Coffee,coffee shop,"Sandpoint, ID",(208) 610-7006,"775 Bonner Mall Way, Ponderay, ID 83852, USA",5,46,5,,Only 5 photos (needs 20+); No website listed
HIGH,65,The Peppered Mercantile,coffee shop,"Sandpoint, ID",(208) 920-6254,"108 N 1st Ave, Sandpoint, ID 83864, USA",5,18,10,,Only 18 reviews (low social proof); No website listed
LOW,25,Rejavanate (Sandpoint),coffee shop,"Sandpoint, ID",(208) 255-4545,"1009 US-2, Sandpoint, ID 83864, USA",4.6,214,10,,No website listed; Good rating (cares about reputation)
LOW,25,The Bernklau,coffee shop,"Sandpoint, ID",(208) 946-5255,"316 Pine St, Sandpoint, ID 83864, USA",4.7,170,10,,No website listed; Good rating (cares about reputation)
LOW,25,The Brim Coffee Shop,coffee shop,"Sandpoint, ID",(208) 255-4863,"830 Kootenai Cutoff Rd, Ponderay, ID 83852, USA",4.6,193,10,,No website listed; Good rating (cares about reputation)
LOW,25,Kessa's Coffee,coffee shop,"Sandpoint, ID",(208) 610-9698,"120 S Division Ave, Sandpoint, ID 83864, USA",4.8,136,10,,No website listed; Good rating (cares about reputation)
LOW,25,Hoot Owl Cafe,coffee shop,"Sandpoint, ID",(208) 265-9348,"30784 ID-200, Ponderay, ID 83852, USA",4.7,1343,10,,No website listed; Good rating (cares about reputation)
HIGH,60,Lakeside CrossFit Athletic and Wellness Club,gym,"Coeur d'Alene, ID",(208) 415-9226,"215 E Lakeside Ave, Coeur d'Alene, ID 83814, USA",5,33,8,http://lakesidecrossfit.com/,Only 8 photos (needs 20+); Established business (has reviews)
MEDIUM,50,Christ Fit Gym CDA,gym,"Coeur d'Alene, ID",(208) 721-2834,"7736 N Government Wy, Dalton Gardens, ID 83815, USA",5,15,10,https://christfitgymcda.org/,Only 15 reviews (low social proof); Established business (has reviews)
MEDIUM,40,Anytime Fitness,gym,"Coeur d'Alene, ID",(208) 966-4253,"370 E Kathleen Ave Suite 800, Coeur d'Alene, ID 83815, USA",4.7,158,7,https://www.anytimefitness.com/locations/coeur-d'alene-idaho-3589/?utm_source=google&utm_medium=organic-businesslisting&utm_campaign=gbp-listing&utm_content=3589,Only 7 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,360 Fitness North Idaho,gym,"Coeur d'Alene, ID",(208) 930-1972,"208 Coeur D Alene Ave, Coeur d'Alene, ID 83814, USA",4.3,78,9,http://www.360fitnessnorthidaho.com/,Only 9 photos (needs 20+); Good rating (cares about reputation)
LOW,30,The HOP Coeur d’Alene (The House of Pumps),gym,"Coeur d'Alene, ID",(208) 625-9504,"600 W Kathleen Ave Suite 10, Coeur d'Alene, ID 83815, USA",5,50,10,https://thehopcoeurdalene.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Exercise Institute,gym,"Coeur d'Alene, ID",(208) 666-9094,"1960 N Beebe Blvd #100c, Coeur d'Alene, ID 83814, USA",5,32,10,http://exerciseinstitute.com/,Established business (has reviews); Good rating (cares about reputation)
HIGH,95,Salon 208,salon,"Coeur d'Alene, ID",(208) 805-2710,"407 E Reid Ave, Coeur d'Alene, ID 83814, USA",4.9,21,1,,Only 1 photos (needs 20+); Only 21 reviews (low social proof)
HIGH,75,Shine Salon,salon,"Coeur d'Alene, ID",(208) 667-2500,"724 E Lakeside Ave, Coeur d'Alene, ID 83814, USA",4.8,39,9,,Only 9 photos (needs 20+); No website listed
MEDIUM,40,Sola Salon Studios,salon,"Coeur d'Alene, ID",(509) 750-6694,"2062 Main St, Coeur d'Alene, ID 83814, USA",4.6,66,9,https://www.solasalonstudios.com/locations/village-at-riverstone?utm_source=gmb&utm_medium=organic,Only 9 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Midtown Salon,salon,"Coeur d'Alene, ID",(208) 292-4755,"1928 N 4th St, Coeur d'Alene, ID 83814, USA",4.9,66,10,,No website listed; Missing business hours
LOW,25,Voiage Beauty by Tiffney,salon,"Coeur d'Alene, ID",(208) 770-8724,"754 N 4th St, Coeur d'Alene, ID 83814, USA",4.6,119,10,,No website listed; Good rating (cares about reputation)
LOW,25,Urban Edge Salon,salon,"Coeur d'Alene, ID",(208) 772-3343,"9010 Hess St, Hayden, ID 83835, USA",4.9,475,10,,No website listed; Good rating (cares about reputation)
HIGH,75,711 Ward Construction,contractor,"Coeur d'Alene, ID",(208) 352-0111,"402 E Sherman Ave, Coeur d'Alene, ID 83814, USA",5,2,0,,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
HIGH,60,Monarch Custom Homes,contractor,"Coeur d'Alene, ID",(208) 772-9333,"5097 N Bldg Center Dr, Coeur d'Alene, ID 83815, USA",4.7,40,7,https://www.monarchcustomhomes.com/,Only 7 photos (needs 20+); Established business (has reviews)
MEDIUM,50,CDA Construction,contractor,"Coeur d'Alene, ID",(208) 340-4052,"3868 Palmer Dr, Coeur d'Alene, ID 83815, USA",5,22,10,https://www.cdaconstructionllc.com/,Only 22 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Edwards Smith Construction,contractor,"Coeur d'Alene, ID",(208) 765-8602,"1112 N Government Wy, Coeur d'Alene, ID 83814, USA",4.8,16,10,https://edwardssmith.com/,Only 16 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Nl Kile Construction Remodeling Contractor,contractor,"Coeur d'Alene, ID",(208) 215-2586,"1864 E Hanley Ave, Dalton Gardens, ID 83815, USA",5,12,10,https://www.kileconstruction.com/?utm_source=gmb,Only 12 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Vision Built Construction LLC,contractor,"Coeur d'Alene, ID",(208) 758-0181,"3655 N Government Wy #10, Coeur d'Alene, ID 83815, USA",4.3,20,10,https://www.visionbuiltconstruction.net/,Only 20 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Ginno Construction,contractor,"Coeur d'Alene, ID",(208) 667-5560,"3893 N Schreiber Way, Coeur d'Alene, ID 83815, USA",4,23,10,https://ginnoconstruction.com/,Only 23 reviews (low social proof); Established business (has reviews)
